Title,rating,reviewCount,website,phoneNumber,address,monday,tuesday,wednesday,thursday,friday,saturday,sunday,latitude,longitude
Moonlight Tattoo Studio,5.0,13,http://www.moonlighttattoos.co.za/,+27 64 936 2156,17 Dias Place - Avenue - Pretoria - 0186 - South Africa,Closed,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,-25.653937499999998,28.245437499999966
Climaxink Tattoos,4.5,8,https://www.facebook.com/ClimaxInk/,+27 83 661 1100,4 Vaalrivier St - Secunda - 2302 - South Africa,,,,,,,,-26.521312499999993,29.217687499999997
The Tattoo Crew,4.1,35,https://heytattoo.co.za/0841495/The_Tattoo_Crew,+27 83 239 8052,The Boulevard - Cnr Main Rd and Ayr Rd - Melville - Johannesburg - 2092 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,12 - 6PM,-26.176437500000006,28.000687500000012
Assari Tattoo Studio,4.8,60,https://www.assaritattoostudio.com/,+27 76 964 6193,Assari Tattoo Studio Stoneridge Dr & - Greenstone Pl - Greenstone Hill - Modderfontein - 1609 - South Africa,Closed,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 3PM,9AM - 3PM,-26.121937499999994,28.142437499999986
The Write Hand Tattoo Studio Unit 4,5.0,9,,+27 81 773 9353,Unit 4 - 1 Limbahout Rd - Bardene - Boksburg - 1459 - South Africa,Closed,9AM - 9PM,9AM - 9PM,9AM - 9PM,9AM - 9PM,9AM - 9PM,Closed,-26.178687500000002,28.267062499999994
Eclipseank Tattoo Ink,4.4,7,,+27 76 436 1081,740 June Rd - Ivory Park - Midrand - 1693 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 7PM,9AM - 5PM,-26.006687500000005,28.17831250000002
Idol Ink Tattoos,4.4,7,https://idol-ink-tattoos.business.site/,+27 72 175 3727,Shop Cnr John Voster drive and Akkerboom street - Centurion Gate Shopping Centre. - Centurion - 0001 - South Africa,,,,,,,,-25.86493750000001,28.189687500000005
Dream Theatre Tattoo Studio,4.7,14,,+27 79 808 2158,4 6th Ave - Northmead - Benoni - 1501 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,-26.173437500000006,28.330312500000005
Rose Gold Tattoos,5.0,16,https://www.facebook.com/RoseGoldTattoosJHB,+27 82 829 0323,11 Hennie Alberts St - Brackenhurst - Alberton - 1448 - South Africa,Closed,10AM - 6:30PM,10AM - 6:30PM,10AM - 6:30PM,10AM - 6:30PM,10AM - 6:30PM,Closed,-26.307062500000008,28.09543749999999
Ethel Tattoo Artist,4.5,12,,+27 76 235 8235,43 Frost Ave - Braamfontein Werf - Johannesburg - 2092 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 2PM,-26.1874375,28.02006250000001
Wasted Space Tattoo Studio,4.9,41,,+27 79 898 3019,41 Van Riebeeck Ave - Edenvale - 1609 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 6PM,10AM - 2PM,-26.1450625,28.155312499999994
Inkrider Tattoos,5.0,17,,+27 60 864 2777,19 Bezuidenhout St - Se6 - Vanderbijlpark - 1911 - South Africa,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 1PM,Closed,-26.7208125,27.859562499999996
Papa Tattoo(Masenya),4.3,6,https://www.facebook.com/lethabo.johnson.7,+27 76 756 7633,Francis baard & - Beckett St - Arcadia - Pretoria - 0083 - South Africa,8:30AM - 4PM,8:30AM - 4PM,8:30AM - 4PM,8:30AM - 4PM,8:30AM - 4PM,8:30AM - 4PM,8:30AM - 4PM,-25.7494375,28.217687499999997
Old Ink Tattoos,4.4,50,,+27 74 037 1370,Riverview shopping center corner of florin and - Krugerrand Rd - Strubens Valley - Roodepoort - 1835 - South Africa,10AM - 6:30PM,10AM - 6:30PM,10AM - 6:30PM,10AM - 6:30PM,10AM - 6:30PM,10AM - 6PM,Closed,-26.116437500000004,27.903687500000004
Zwi Tattoos,5.0,5,https://zwitattoos.co.za/,+27 71 966 8270,132 D M Marokane Dr - Maokeng - Tembisa - 1632 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,-25.998687500000003,28.22068750000001
Tattoo Styles,4.1,17,tattoostyles.co.za,+27 82 415 6023,Shop 110A - Irene Farm Villages - Centurion Golf Estate - Centurion - 0046 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 5PM,-25.879062500000018,28.20756249999998
Chapman'S Tattoo Emporium,4.4,43,chapmanstattoos.co.za,+27 84 985 8420,Irene Villas - Shop 6 - Main Rd - Irene - Centurion - 0157 - South Africa,Closed,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,Closed,-25.87656250000002,28.223687499999997
Tazz Ink Tattoo,4.8,60,https://www.instagram.com/tazz_maniac01/,+27 72 105 9724,8069 Khambule St - Diepkloof Zone 6 - Diepmeadow - 1862 - South Africa,Closed,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,Closed,-26.257687500000003,27.938062499999987
Rugged Mate Tattoos N Piercings Studio,4.8,26,https://www.facebook.com/Rugged-Mate-Tattoos-n-Piercings-Studio-1421231958161514/,+27 84 230 3322,361 Johannes Ramokhoase St - Pretoria Central - Pretoria - 0001 - South Africa,8AM - 7PM,8AM - 7PM,8AM - 7PM,8AM - 7PM,8AM - 7PM,8AM - 7PM,Closed,-25.743062500000008,28.19556249999998
Wyld@Heart Tattoo & Piercing,4.9,144,wyldatheart.co.za,+27 79 873 1937,18 Panorama Rd - Rooihuiskraal - Centurion - 0157 - South Africa,Closed,11AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 4PM,10AM - 3PM,11AM - 2PM,-25.885062500000004,28.158562500000002
Hummingbird_Sa Tattoo Studio,4.4,42,,+27 76 136 2473,1193/94 Segwagwa street Block FF - Soshanguve - Gauteng - 0153 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 1PM,-25.4855625,28.100437499999984
The Southern Rebellion Tattoo Company,4.9,33,thesouthernrebellion.co.za,+27 64 507 5342,Corner of Beyers Naude and - Willson St - Fairland - Randburg - 2030 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 5PM,10AM - 1PM,-26.119437499999997,27.95681249999997
B-Inked Tattoo & Piercing Studio,4.7,18,https://britstattoos.wixsite.com/binked,+27 84 019 5687,31 Rutgers St - Brits - 0250 - South Africa,,,,,,,,-25.639812500000005,27.773937500000002
Dipowers Ink Tattoo Shop,4.3,17,chrome-error://chromewebdata/,+27 76 157 3765,1511 South Africa Crescent - Alexandra - 2090 - South Africa,10AM - 9PM,10AM - 9PM,10AM - 9PM,10AM - 9PM,10AM - 9PM,10AM - 9PM,10AM - 3PM,-26.1034375,28.118312500000016
Walter'S Tattoos,5.0,20,https://www.facebook.com/walterstattoosadmin,+27 61 735 1883,95 Manning St - Colbyn - Pretoria - 0083 - South Africa,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,-25.738062499999998,28.251812499999986
Inkhabour Tattoos,4.0,4,https://payback8nk.business.site/?utm_source=gmb&utm_medium=referral,+27 71 184 0744,122 Kerk Street ShopriteBuilding UpStairs shop no3A CBD - Rustenburg - 0300 - South Africa,9:30AM - 6:30PM,9:30AM - 6:30PM,9:30AM - 6:30PM,9:30AM - 6:30PM,9:30AM - 6:30PM,9:30AM - 5:30PM,Closed,-25.668562500000007,27.243062499999965
Mooi Ink Tattoos Pretoria,4.1,16,,+27 78 708 8885,32 Bureau Ln - Pretoria Central - Pretoria - 0001 - South Africa,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,9AM - 7PM,Closed,-25.746812500000004,28.1899375
Wild Rose Tattoo Studio,5.0,9,,+27 63 501 5046,224 Rondebult Rd - Libradene - Boksburg - 1459 - South Africa,Closed,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,9AM - 4PM,9AM - 3PM,-26.245312500000004,28.24681249999996
Flash Ink Tattoo Studio,4.8,10,,+27 64 332 4214,27 Kolgans Ave - Ninapark - Akasia - 0156 - South Africa,8AM - 11PM,8 - 11AM,8AM - 11PM,8AM - 11PM,8 - 11AM,8AM - 11PM,Closed,-25.6814375,28.141687499999975
Ink Rebelz Tattoo Studio,5.0,9,,+27 78 320 8051,39-45 Boom street (shop1C - CBD - Rustenburg - 0300 - South Africa,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,Closed,-25.669312500000004,27.24481249999998
Skinink Tattoos,4.7,6,https://www.facebook.com/SkinInkza,+27 61 719 8664,18973 Rapetsoa St - White City - Springs - 1550 - South Africa,,,,,,,,-26.3079375,28.38868749999999
Alain Tattoos,3.7,3,alaintattoos.co.za,+27 82 448 0716,28B Garden Rd - Orchards - Johannesburg - 2192 - South Africa,,,,,,,,-26.155437500000005,28.077187500000022
Atramenti Tattoo Studio,3.7,3,,+27 61 585 3851,cnr R512 & R27 Old Rustenburg Road Damdoryn - Hartbeespoort - South Africa,,,,,,,,-25.725437500000012,27.829562500000023
Angels Ink Tattoos,4.0,2,,,9 West St - Greymont - Randburg - 2195 - South Africa,5AM - 8PM,5AM - 8PM,5AM - 8PM,5AM - 8PM,5AM - 8PM,7AM - 12PM,Closed,-26.16731250000001,27.964937499999976
Chris At The Dark Raven Tattoo Lounge,5.0,6,https://www.facebook.com/Thedarkraventattoolounge,+27 82 260 9199,Plaza Link Center - Waverley - Pretoria - 0184 - South Africa,Closed,12 - 5PM,12 - 5PM,12 - 5PM,12 - 5PM,10AM - 5PM,Closed,-25.703437500000007,28.24243749999998
L'Encre Tattoo Studio,5.0,2,https://lencre1609tattoo.wixsite.com/lecre,+27 60 957 4595,16 Cecil Awret Rd - Edenvale - Johannesburg - 1609 - South Africa,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,11AM - 2PM,Closed,-26.117687500000002,28.17343750000002
Temaro Temporary Tattoos- South Africa,5.0,4,https://temaro.co.za/,+27 64 077 1666,20 Pine Ave - Kempton Park Cbd - Johannesburg - 1619 - South Africa,,,,,,,,-26.106812500000004,28.233812499999985
Tattoo Maniacs Jhb,5.0,4,https://tattoo-maniacs-jhb.business.site/?utm_source=gmb&utm_medium=referral,+27 67 321 8403,73 Field Rd - Witfield - Johannesburg - 1460 - South Africa,,,,,,,,-26.184937500000004,28.21793749999999
3D Ink Tattoo Studio,4.0,4,,+27 81 585 6823,32A Heystek St - Rustenburg - 2999 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,Closed,-25.670312499999994,27.236937499999996
Peter'S Tattoo Studio,4.0,4,https://www.facebook.com/Peters-tattoo-studio-101574421299891/,+27 71 770 0540,Bogosi St - Rua Vista - Centurion - 0187 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-25.901937500000003,28.096312499999996
Khraft Tattoo Studio,5.0,3,,+27 73 357 0331,18979 Zone 14 - Sebokeng Unit 14 - Sebokeng - 1983 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,Closed,-26.588812500000003,27.8329375
The Tattoo Shop,4.8,5,https://www.facebook.com/TheTattooShopParys/about/?ref=page_internal,+27 82 551 6450,100 Bree St - Parys - 9585 - South Africa,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 4PM,-26.899437499999998,27.45518749999998
Steamed Rabbit Tattoos,4.9,44,steamedrabbit.co.za,+27 79 638 2741,The Tattoo Gallery Honeycrest Shopping Center - Randpark Ridge - Johannesburg - 2169 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,Closed,-26.0938125,27.940937500000004
Inked Tattoo Shop,4.6,7,,+27 83 589 4718,56a Human St - Krugersdorp - 1740 - South Africa,9AM - 6:30PM,9AM - 6:30PM,9AM - 6:30PM,9AM - 6:30PM,9AM - 6:30PM,9AM - 6:30PM,9AM - 6PM,-26.1028125,27.77118750000001
Jt'S Tattoo & Design,3.0,2,,+27 12 333 0729,255 Garret Rd - Queenswood - 0186 - South Africa,,,,,,,,-25.72618750000001,28.25193750000001
Wasted Space Tattoos,5.0,3,,,2A Turnhout Ave - Sunnyridge - Germiston - 1401 - South Africa,,,,,,,,-26.1724375,28.176562500000003
Jayone.Ink Tattoo Studio,5.0,3,,,2736A Zwelitsha St - Zola - Soweto - 1868 - South Africa,9:30AM - 8PM,9:30AM - 8PM,9:30AM - 8PM,9:30AM - 8PM,Open 24 hours,Open 24 hours,9:30AM - 4PM,-26.2439375,27.846437499999993
Zero To Hero Tattoos,5.0,2,,+27 60 426 4265,4763 Ranunculus St - Bluegum View - Nigel - 1496 - South Africa,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 6PM,9AM - 5PM,-26.3875625,28.413562499999998
Phoenix Tattoo Parlour,4.5,2,,,Snake Junction - Scott str - Hartbeespoort - Hartbeespoort - 0216 - South Africa,,,,,,,,,
Coolrunnings Tattoo & Body Piercing Studio,4.6,85,,+27 72 174 9589,44 Von Wielligh St - Rustenburg - 2999 - South Africa,9AM - 4PM,9AM - 4PM,Closed,9AM - 4PM,9AM - 4PM,9AM - 1PM,Closed,-25.673812499999997,27.23681249999997
Eyecandi Tattoos,5.0,5,https://www.facebook.com/candimcl,+27 72 928 7859,1000 Kingfisher Ave - Sunward Park - Johannesburg - 1470 - South Africa,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,Closed,-26.2575625,28.264312499999974
Chris Tattoos,5.0,3,,+27 60 411 8973,MOKGOBA - TSAVO STREET - Daveyton - MOKGOBA - 1520 - South Africa,8AM - 8PM,8AM - 8PM,8AM - 8PM,8AM - 8PM,Open 24 hours,8PM - 12AM,12AM - 8PM,-26.092687500000004,28.439812500000002
Getinked Tattoo Supplies Pty(Ltd),4.4,35,,,844 Haarhoff St - Rietfontein - Pretoria - 0084 - South Africa,8AM - 4:30PM,8AM - 4:30PM,8AM - 4:30PM,8AM - 4:30PM,9AM - 2PM,9AM - 12PM,Closed,-25.7091875,28.222937499999986
Raw Ink Tattoo Studio,4.0,2,,,2381 Palm Dr - Orange Farm - Johannesburg - 1841 - South Africa,,,,,,,,-26.494437499999997,27.873687500000003
Inkology Tattoo Studio,5.0,1,,+27 71 482 8201,90 Willem Botha Dr - Eldoraigne - Pretoria - 0154 - South Africa,Closed,8AM - 7PM,8AM - 5PM,8AM - 7PM,8AM - 4PM,8AM - 2PM,Closed,-25.860312500000006,28.156812499999987
Elysium Tattoo Emporium,4.0,4,,+27 82 533 6535,279B Lynnwood Rd - Menlo Park - Pretoria - 0081 - South Africa,Closed,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 6PM,10AM - 2PM,Closed,-25.760312499999998,28.245562499999963
Monsters Ink Tattoos,,,,+27 60 557 4060,corner - Lawley Ave - Northcliff - Randburg - 2115 - South Africa,,,,,,,,-26.145187500000006,27.9831875
It'S Blackbyrd Tattoo Studio,,,https://its-blackbyrd-tattoo-studio.business.site/?utm_source=gmb&utm_medium=referral,+27 84 013 4901,37 Waterson St - Sasolburg - 1947 - South Africa,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,-26.807437500000006,27.83568750000002
Joint Tattoo Art,3.3,6,,+27 76 037 2044,Emzinoni - Bethal - 2309 - South Africa,,,,,,,,-26.4738125,29.4531875
Eternal Art Tattoos,,,,+27 76 810 1401,Shop WK01 - Cnr. Stevenson & O R Tambo Rd - Emalahleni Ext 16 - Emalahleni - 1039 - South Africa,,,,,,,,-25.874062500000008,29.21281249999997
Sabata & Tjappies,1.0,1,,+27 84 828 8667,67 Atterbury Rd & Saal Street - Zwavelpoort - Pretoria - 0081 - South Africa,,,,,,,,-25.819437499999992,28.341062500000007
Tattoo Bar,4.6,21,,+27 65 726 2703,71 Hendrik Potgieter St - Edenvale - 1609 - South Africa,Closed,9AM - 9PM,9AM - 9PM,9AM - 9PM,9AM - 9PM,9AM - 9PM,9AM - 9PM,-26.140812500000003,28.1538125
Tattiki Tattoo,,,,+27 11 824 4357,South Rd - Linden - Johannesburg - 2104 - South Africa,,,,,,,,-26.125187500000003,27.994187499999967
Inferno Tattoos,,,,+27 11 083 5674,unit 35 - Matumi Sands - 7 The Straight Ave - Pine Slopes AH - Sandton - 2141 - South Africa,Closed,Closed,9AM - 4PM,9AM - 4PM,9AM - 4PM,9AM - 1PM,Closed,-26.0159375,28.016812499999972
The Ink Lab Tattoos And Piercings,3.3,7,,+27 61 053 6167,915 Block X Ext - Mabopane Unit X - Mabopane - 0190 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,10AM - 10PM,-25.516937499999997,28.05843750000001
Kyle B Tattoo,,,,,249 Barry Hertzog Ave - Emmarentia - Randburg - 2195 - South Africa,,,,,,,,-26.145812500000005,28.007937499999983
Atpink Tattoo'S ÐÿŽ,,,,+27 71 615 3213,4406 Extension 2 - Refilwe - Cullinan - 1003 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 12PM,Closed,-25.63906250000001,28.523062499999995
Tattoo Dynasty,5.0,1,,,255 Visvanger Rd - Montana AH - Pretoria - 0186 Visvanger Rd - Montana AH - Pretoria - 0186 - South Africa,,,,,,,,-25.68293750000001,28.27081250000002
Black Crystal Ink Tattoo Studio,4.3,6,,+27 72 893 1001,824 Ibhoy St - Naledi - Soweto - 1861 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,-26.2635625,27.826812500000003
Tattoo Girl,5.0,5,,+27 83 633 4576,Shop 4 4th street - Krugersdorp North - Krugersdorp - 1741 - South Africa,Closed,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10:30AM - 3PM,10:30AM - 1PM,-26.091562500000002,27.76881250000001
The Needle Dance - Tattoo And Permanent Makeup Studio,,,theneedledance.com,,110 Olympia Ave - Parkmore - Sandton - 2196 - South Africa,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 5PM,10AM - 1PM,Closed,-26.093562499999997,28.0360625
Tman Knights Tattoo Studio,5.0,3,,+27 73 473 8465,293 Chris Hani Rd - Chiawelo - Soweto - 1818 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,-26.278062499999997,27.865562499999967
Tattoo Removal Studio (Body And Permanent Makeup Removal),4.6,7,tattooremovalstudio.co.za,+27 82 920 3653,1006 Olympus Dr - Faerie Glen - Pretoria - 0081 - South Africa,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 5PM,8AM - 1AM,Closed,-25.7944375,28.330437500000002
Ds Tattoos,5.0,1,,,SK 14 - Induli St - Soshanguve South - Soshanguve - 0152 - South Africa,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,9AM - 5PM,Closed,Closed,-25.56893749999999,28.078187500000027
Fine & Foxy Permanent Makeup & Tattoo Removal Clinic,,,,+27 83 676 7774,83 Nelson Mandela Ave - Randhart - Alberton - 1449 - South Africa,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,8AM - 6PM,Closed,-26.286062499999993,28.108312499999997
Tattoo Removal,,,,,8 Denhaag St - Die Heuwel - Emalahleni - 1042 - South Africa,,,,,,,,-25.864687500000016,29.235812499999994
Instinct Needles,5.0,100,instinctneedles.co.za,+27 79 759 0386,92 Moorton Dr - Risecliff - Chatsworth - 4092 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,-29.911187500000004,30.863937499999977
Teardrop Tattoo Parlour,4.5,79,teardroptattoo.co.za,+27 79 014 2954,13 The Lighthouse - Equinox Road - Umhlanga Ridge - Umhlanga - Durban - 4319 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 2p.m.,-29.721562499999997,31.064312499999986
Freespirit Tattoo Studio,4.7,65,,,1Nelson - Palmer Avenue - Warner Beach - Amanzimtoti - 4140 - South Africa,10a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,9a.m. - 9p.m.,11a.m. - 6p.m.,-30.0855625,30.86543749999997
Bluff Ink Tattoo Studio,4.8,68,,+27 72 513 9194,24 Stableford Rd - bayview - Bluff - 4052 - South Africa,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 4p.m.,8a.m. - 12p.m.,Closed,-29.916062500000002,31.003062499999984
Fine Line Tattoo And Piercing,4.9,442,finelinetattoo.co.za,+27 87 700 2695,8 Mackeurtan Ave - Durban North - 4051 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-29.777437499999998,31.044312499999975
Trade Mark Tattoo,4.8,190,https://www.trademarktattoos.com/,+27 31 303 8713,295 Florida Rd - Windermere - Berea - 4001 - South Africa,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 6p.m.,11a.m. - 4p.m.,11a.m. - 6p.m.,11a.m. - 4p.m.,Closed,-29.830062500000004,31.012312499999993
Surreal Tattoos,4.9,56,surrealtattoos.co.za,+27 81 508 4852,Shop 10 - The Zen - 31 Zenith Dr - Umhlanga Ridge - Durban - 4319 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,10a.m. - 4p.m.,Closed,-29.7196875,31.064687500000005
Ink It Tattoos,4.7,36,inkittattoos.co.za,+27 81 414 3941,Unit 10 Pineville Junction - 81 Stapleton Rd - Cowies Hill Park - Durban - 3610 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 1p.m.,Closed,-29.8224375,30.87943750000001
Sin On Skin,4.8,149,,+27 83 700 0459,Glenwood Village - Glenwood - Durban - 4083 - South Africa,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,9a.m. - 4p.m.,8:30a.m. - 2p.m.,Closed,-29.8545625,30.997437499999975
Teez Kustomz,4.8,65,,+27 82 267 3118,31 Zenith Dr - Umhlanga - Durban - 4319 - South Africa,Closed,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,-29.7196875,31.064687500000005
Dark Angel Tattoos & Body Piercing,4.3,29,,+27 73 103 0447,1 Spanbury Pl - Eastbury - Durban - 4068 - South Africa,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,Open 24 hours,8a.m. - 5p.m.,-29.701812500000003,31.02318750000002
Red Webz Tattoo Studio,4.8,22,,+27 82 570 8463,152 Kenneth Kaunda Rd - Durban North - Durban - 4016 - South Africa,9a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 1p.m.,-29.7843125,31.036687499999985
Monsta Ink Ushaka,4.0,76,monstaink.co.za,+27 68 186 6657,Shop D14A - Ushaka Marine World - 15 Southampton St - Durban Central - Durban - 4001 - South Africa,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 5p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 5p.m.,-29.8689375,31.046187499999988
Artura Tattoo Lounge,4.6,30,https://arturatattoolounge.co.za/,+27 82 776 8000,19 Park lane avenue umhlanga - The Ridge - Dolphin Coast - 4420 - South Africa,Closed,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,Closed,-29.7218125,31.070687500000034
Skin Gallery Tattoos,4.3,27,hilltribe.co.za,+27 73 052 2992,Shop 24 - Balvista Centre - 22 Sandra Rd - Ballito - Dolphin Coast - 4420 - South Africa,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,9a.m. - 8p.m.,-29.5439375,31.21443749999999
The Golden Tiki,4.9,23,,+27 72 941 7454,22 Sandra Rd - Ballito - Dolphin Coast - 4399 - South Africa,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,10a.m. - 5p.m.,Closed,-29.5439375,31.21443749999999
Monsta Ink Pavilion,4.4,107,monstaink.co.za,+27 68 122 5205,s - The Pavilion - near Cinema - Jack Martens Dr - Westville - Durban - 3630 - South Africa,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 6p.m.,9a.m. - 7p.m.,9a.m. - 7p.m.,9a.m. - 6p.m.,-29.848937500000005,30.934062499999996
Electric Eye Tattoo,4.3,59,chrome-error://chromewebdata/,+27 31 561 2555,13 McCausland Cres - Umhlanga - 4320 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,-29.7269375,31.08693750000002
Pro Rider Tattoos,4.9,12,,+27 76 378 9467,Millenium Market - Pandora St - Phoenix - Durban - 4068 - South Africa,,,,,,,,-29.7031875,31.00681249999998
Smokin Tattoos,4.3,17,https://heytattoo.co.za/0333583/Smokin_Tattoos,+27 73 281 2488,36 Inyoni Cres - Athlone Park - Amanzimtoti - 4126 - South Africa,,,,,,,,-30.0409375,30.895312499999974
Tried And True Tattoo,5.0,11,,,47 Ashley Ave - Glen Ashley - Durban North - 4051 - South Africa,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 6p.m.,10a.m. - 2p.m.,Closed,-29.7584375,31.04843750000002
Cp Ink Tattoos,5.0,11,,+27 67 843 2296,Shop 14B - 91 Somtseu Road Mangrove Beach Center - North Beach - Durban - 4001 - South Africa,,,,,,,,-29.8446875,31.034312499999984
